conversation_id,message_id,customer_id,timestamp,promise_text,action,amount,deadline_text,normalized_deadline,detected_status,days_overdue,detected_broken_promise,fulfilled,fulfillment_message_id,fulfillment_similarity
CONV-003369,MSG-003369-02,CUST-0564,2026-06-24 21:02:00,"For case 207760, I’ll make sure I call you with the outcome then circle back here.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-003372,MSG-003372-04,CUST-0439,2026-05-24 16:42:00,"Looking at request 318626, I’ll make sure I review the account history and update you once I have news. I know this has been frustrating.",review the account history,,,,no_deadline,0.0,0,False,,0.0
CONV-003372,MSG-003372-05,CUST-0439,2026-05-24 16:42:01,Quick note on ticket 326545: Leave this with me — I’ll confirm the cancellation details — by Friday.,confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-003372,MSG-003372-06,CUST-0439,2026-05-24 16:45:00,"In this account context, Let me confirm the cancellation details today. thx",confirm the cancellation details,,today,2026-05-24 00:00:00,overdue,107.68129587034723,1,False,,0.0
CONV-003373,MSG-003373-04,CUST-0052,2026-08-08 14:24:00,"On the current thread (366140), Let me coordinate the refund review — later this week.",coordinate the refund review,,this week,2026-08-14 00:00:00,overdue,25.68129587042824,1,False,,0.0
CONV-003375,MSG-003375-02,CUST-0232,2026-07-14 13:59:00,"On the current thread (397816), I’m going to share the diagnostic notes by Friday. thx",share the diagnostic notes,,,,no_deadline,0.0,0,False,,0.0
CONV-003376,MSG-003376-02,CUST-0834,2026-03-04 02:02:00,"In this account context, Leave this with me — I’ll restore the missing entitlement tomorrow, then I’ll update you.",restore the missing entitlement,,tomorrow,2026-03-05 00:00:00,overdue,187.68129587052084,1,False,,0.0
CONV-003376,MSG-003376-06,CUST-0834,2026-03-04 02:38:00,Regarding reference 461168: Let me confirm the cancellation details today.,confirm the cancellation details,,today,2026-03-04 00:00:00,overdue,188.68129587060184,1,False,,0.0
CONV-003377,MSG-003377-01,CUST-0866,2026-08-10 08:03:00,"For the record, Leave this with me — I’ll coordinate the refund review within 24 hours, then I’ll update you. I know this has been frustrating.",coordinate the refund review,,within 24 hours,2026-08-11 08:03:00,overdue,28.345879204016203,1,False,,0.0
CONV-003379,MSG-003379-04,CUST-0944,2026-06-27 06:04:00,"In this account context, I can take this forward and confirm the cancellation details — today.",confirm the cancellation details,,today,2026-06-27 00:00:00,overdue,73.68129587076389,1,False,,0.0
CONV-003381,MSG-003381-01,CUST-0317,2026-07-08 09:56:00,"Looking at request 619548, Let me trace the failed payment by Friday. thx",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-003383,MSG-003383-01,CUST-0783,2026-05-14 04:26:00,"In this account context, I can take this forward and restore the missing entitlement within 24 hours. I know this has been frustrating.",restore the missing entitlement,,within 24 hours,2026-05-15 04:26:00,overdue,116.49657364863425,1,False,,0.0
CONV-003383,MSG-003383-02,CUST-0783,2026-05-14 04:40:00,"Looking at request 698738, Hi — I’m going to confirm the cancellation details by Friday, then I’ll update you.",confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-003383,MSG-003383-05,CUST-0783,2026-05-14 04:50:00,"For case 722495, Hi — I’ll arrange a replacement unit — tomorrow.",arrange a replacement unit,,tomorrow,2026-05-15 00:00:00,overdue,116.6812958709375,1,False,,0.0
CONV-003383,MSG-003383-08,CUST-0783,2026-05-14 05:50:01,"For case 746252, I’ll call you with the outcome — later this week.",call you with the outcome,,this week,2026-05-20 00:00:00,overdue,111.68129587103009,1,False,,0.0
CONV-003384,MSG-003384-03,CUST-0867,2026-03-17 22:13:01,"In this account context, I will ask our security team to verify the login without requiring another message from you.",ask our security team to verify the login,,,,no_deadline,0.0,0,False,,0.0
CONV-003386,MSG-003386-03,CUST-0728,2026-04-03 00:47:00,"Looking at request 865037, i’ll personally attach the requested export — tomorrow.",attach the requested export,,tomorrow,2026-04-04 00:00:00,overdue,157.6812958711111,1,False,,0.0
CONV-003386,MSG-003386-06,CUST-0728,2026-04-03 01:17:02,"On the current thread (888794), I’ll make sure I ask our security team to verify the login — tomorrow.",ask our security team to verify the login,,tomorrow,2026-04-04 00:00:00,overdue,157.68129587119213,1,False,,0.0
CONV-003386,MSG-003386-08,CUST-0728,2026-04-03 01:17:04,"On the current thread (904632), Hi — I’m going to confirm the cancellation details without requiring another message from you.",confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-003388,MSG-003388-07,CUST-0363,2026-05-01 21:45:00,Quick note on ticket 999660: I’ll make sure I call you with the outcome — by Friday.,call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-003388,MSG-003388-11,CUST-0363,2026-05-01 23:11:00,"On the support thread, I will coordinate the refund review — tomorrow.",coordinate the refund review,,tomorrow,2026-05-02 00:00:00,overdue,129.6812958712847,1,False,,0.0
CONV-003390,MSG-003390-03,CUST-0293,2026-03-04 20:27:00,Regarding reference 118462: Hi — I can take this forward and restore the missing entitlement within 24 hours.,restore the missing entitlement,,within 24 hours,2026-03-05 20:27:00,overdue,186.82921253804398,1,False,,0.0
CONV-003391,MSG-003391-01,CUST-0266,2026-02-01 00:13:00,Regarding reference 150138: I’ll personally coordinate the refund review — by Friday.,coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-003393,MSG-003393-05,CUST-0068,2026-01-22 01:22:00,Quick note on ticket 261004: Let me share the diagnostic notes — tomorrow. thx,share the diagnostic notes,,tomorrow,2026-01-23 00:00:00,overdue,228.68129587145833,1,False,,0.0
CONV-003395,MSG-003395-01,CUST-0046,2026-05-16 08:14:00,"Quick note on ticket 340194: I’m going to raise this with the engineering queue tomorrow, then I’ll update you.",raise this with the engineering queue,,tomorrow,2026-05-17 00:00:00,overdue,114.68129587153935,1,False,,0.0
CONV-003396,MSG-003396-03,CUST-0822,2026-04-13 11:05:00,"On the current thread (395627), ill make sure I arrange a replacement unit today. thx",arrange a replacement unit,,today,2026-04-13 00:00:00,overdue,148.68129587162036,1,False,,0.0
CONV-003396,MSG-003396-06,CUST-0822,2026-04-13 11:42:00,Quick note on ticket 419384: Let me call you with the outcome later this week.,call you with the outcome,,this week,2026-04-19 00:00:00,overdue,142.68129587171296,1,False,,0.0
CONV-003398,MSG-003398-01,CUST-0679,2026-05-14 06:32:00,"Regarding reference 466898: I’ll raise this with the engineering queue later this week, then I’ll update you.",raise this with the engineering queue,,this week,2026-05-20 00:00:00,overdue,111.68129587179399,1,False,,0.0
CONV-003398,MSG-003398-02,CUST-0679,2026-05-14 06:36:00,"In this account context, Leave this with me — I’ll raise this with the engineering queue — tomorrow.",raise this with the engineering queue,,tomorrow,2026-05-15 00:00:00,overdue,116.68129587187501,1,False,,0.0
CONV-003398,MSG-003398-04,CUST-0679,2026-05-14 07:14:00,"Regarding reference 490655: Count on me to call you with the outcome tomorrow, then I’ll update you.",call you with the outcome,,tomorrow,2026-05-15 00:00:00,overdue,116.6812958719676,1,False,,0.0
CONV-003400,MSG-003400-01,CUST-0890,2026-03-09 13:08:00,"On the support thread, ill send a written explanation — today. thx",send a written explanation,,today,2026-03-09 00:00:00,overdue,183.68129587204862,1,False,,0.0
CONV-003400,MSG-003400-04,CUST-0890,2026-03-09 13:20:00,"For case 561926, I can take this forward and review the account history today.",review the account history,,today,2026-03-09 00:00:00,overdue,183.68129587212962,1,False,,0.0
CONV-003400,MSG-003400-05,CUST-0890,2026-03-09 13:24:00,"For the record, Let me send a written explanation tomorrow.",send a written explanation,,tomorrow,2026-03-10 00:00:00,overdue,182.68129587221065,1,False,,0.0
CONV-003400,MSG-003400-07,CUST-0890,2026-03-09 14:18:01,"For the record, Let me share the diagnostic notes — today.",share the diagnostic notes,,today,2026-03-09 00:00:00,overdue,183.68129587229166,1,False,,0.0
CONV-003401,MSG-003401-01,CUST-0376,2026-06-08 06:58:00,"For case 601521, I’m going to restore the missing entitlement and update you once I have news.",restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-003401,MSG-003401-04,CUST-0376,2026-06-08 07:25:00,"For case 625278, I will send a written explanation — by Friday.",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-003401,MSG-003401-07,CUST-0376,2026-06-08 08:08:01,"For case 649035, I will send a written explanation — within 24 hours.",send a written explanation,,within 24 hours,2026-06-09 08:08:01,overdue,91.3423954094213,1,False,,0.0
CONV-003403,MSG-003403-02,CUST-0740,2026-06-24 02:40:00,Regarding reference 712387: Hi — Let me restore the missing entitlement — today.,restore the missing entitlement,,today,2026-06-24 00:00:00,overdue,76.68129587246527,1,False,,0.0
CONV-003405,MSG-003405-04,CUST-0035,2026-07-01 09:57:01,"On the current thread (775739), i’ll check the delivery scan tomorrow.",check the delivery scan,,tomorrow,2026-07-02 00:00:00,overdue,68.68129587255787,1,False,,0.0
CONV-003405,MSG-003405-06,CUST-0035,2026-07-01 10:39:00,"For the record, Count on me to coordinate the refund review within 24 hours.",coordinate the refund review,,within 24 hours,2026-07-02 10:39:00,overdue,68.23754587263889,1,False,,0.0
CONV-003406,MSG-003406-01,CUST-0441,2026-06-20 09:20:00,Quick note on ticket 823253: I can take this forward and call you with the outcome — tomorrow. I know this has been frustrating.,call you with the outcome,,tomorrow,2026-06-21 00:00:00,overdue,79.6812958727199,1,False,,0.0
CONV-003406,MSG-003406-05,CUST-0441,2026-06-20 10:16:00,"On the current thread (854929), I can take this forward and trace the failed payment by Friday. I know this has been frustrating.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-003407,MSG-003407-02,CUST-0041,2026-01-02 17:51:00,"In this account context, I can take this forward and arrange a replacement unit — today.",arrange a replacement unit,,today,2026-01-02 00:00:00,overdue,249.68129587281248,1,False,,0.0
CONV-003407,MSG-003407-05,CUST-0041,2026-01-02 18:15:02,"For the record, I’ll personally coordinate the refund review by Friday.",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-003408,MSG-003408-01,CUST-0474,2026-08-02 06:15:00,"In this account context, i’m going to call you with the outcome by friday, then i’ll update you.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-003408,MSG-003408-07,CUST-0474,2026-08-02 06:51:02,"Looking at request 949957, I can take this forward and check the delivery scan today, then ill update u. thx",check the delivery scan,,today,2026-08-02 00:00:00,overdue,37.681295872893514,1,False,,0.0
CONV-003410,MSG-003410-02,CUST-0537,2026-05-20 05:53:00,"Looking at request 997471, I can take this forward and trace the failed payment — later this week.",trace the failed payment,,this week,2026-05-26 00:00:00,overdue,105.68129587298611,1,False,,0.0
CONV-003410,MSG-003410-06,CUST-0537,2026-05-20 06:45:01,"On the support thread, Let me raise this with the engineering queue later this week, then I’ll update you.",raise this with the engineering queue,,this week,2026-05-26 00:00:00,overdue,105.68129587306713,1,False,,0.0
CONV-003412,MSG-003412-02,CUST-0457,2026-04-07 20:04:00,Regarding reference 076678: I’ll confirm the cancellation details — today.,confirm the cancellation details,,today,2026-04-07 00:00:00,overdue,154.68129587314814,1,False,,0.0
CONV-003412,MSG-003412-07,CUST-0457,2026-04-07 20:32:03,"Looking at request 116273, I’m going to call you with the outcome today.",call you with the outcome,,today,2026-04-07 00:00:00,overdue,154.68129587322917,1,False,,0.0
CONV-003413,MSG-003413-01,CUST-0334,2026-02-04 15:11:00,"For the record, I’m going to coordinate the refund review before the end of my shift. thx",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-003415,MSG-003415-03,CUST-0213,2026-03-09 17:44:00,Quick note on ticket 179625: I’ll arrange a replacement unit today.,arrange a replacement unit,,today,2026-03-09 00:00:00,overdue,183.68129587332177,1,False,,0.0
CONV-003416,MSG-003416-02,CUST-0619,2026-01-10 17:37:00,"Quick note on ticket 227139: I’ll send the corrected invoice tomorrow, then I’ll update you.",send the corrected invoice,,tomorrow,2026-01-11 00:00:00,overdue,240.68129587340277,1,False,,0.0
CONV-003416,MSG-003416-05,CUST-0619,2026-01-10 18:27:00,"On the current thread (250896), I can take this forward and attach the requested export — tomorrow. thx",attach the requested export,,tomorrow,2026-01-11 00:00:00,overdue,240.68129587348378,1,False,,0.0
CONV-003417,MSG-003417-01,CUST-0393,2026-04-05 19:16:00,Regarding reference 266734: I will share the diagnostic notes after I verify the details.,share the diagnostic notes,,,,no_deadline,0.0,0,False,,0.0
CONV-003417,MSG-003417-04,CUST-0393,2026-04-05 19:58:00,"In this account context, Leave this with me — I’ll raise this with the engineering queue within 24 hours. I know this has been frustrating.",raise this with the engineering queue,,within 24 hours,2026-04-06 19:58:00,overdue,154.84935142913196,1,False,,0.0
CONV-003418,MSG-003418-05,CUST-0654,2026-02-22 02:07:00,"Looking at request 330086, I’m going to check the delivery scan by Friday, then I’ll update you.",check the delivery scan,,,,no_deadline,0.0,0,False,,0.0
CONV-003418,MSG-003418-08,CUST-0654,2026-02-22 03:21:00,"Regarding reference 353843: I will trace the failed payment within 24 hours, then ill update u. thx",trace the failed payment,,within 24 hours,2026-02-23 03:21:00,overdue,197.54171254032408,1,False,,0.0
CONV-003420,MSG-003420-03,CUST-0334,2026-01-29 14:42:00,"Looking at request 433033, leave this with me — i’ll update the access settings without requiring another message from you.",update the access settings,,,,no_deadline,0.0,0,False,,0.0
CONV-003422,MSG-003422-04,CUST-0638,2026-04-21 02:07:01,"In this account context, I’ll make sure I arrange a replacement unit by Friday, then I’ll update you.",arrange a replacement unit,,,,no_deadline,0.0,0,False,,0.0
CONV-003422,MSG-003422-09,CUST-0638,2026-04-21 02:58:01,"Regarding reference 551818: ill make sure I coordinate the refund review today, then ill update u. thx",coordinate the refund review,,today,2026-04-21 00:00:00,overdue,140.68129587375,1,False,,0.0
CONV-003425,MSG-003425-08,CUST-0911,2026-05-15 19:31:00,"Looking at request 686441, Count on me to ask our security team to verify the login — later this week.",ask our security team to verify the login,,this week,2026-05-21 00:00:00,overdue,110.68129587383102,1,False,,0.0
CONV-003426,MSG-003426-02,CUST-0136,2026-08-11 07:30:00,Quick note on ticket 702279: Hi — I will update the access settings tomorrow.,update the access settings,,tomorrow,2026-08-12 00:00:00,overdue,27.68129587392361,1,False,,0.0
CONV-003426,MSG-003426-05,CUST-0136,2026-08-11 08:12:00,Regarding reference 726036: I’ll raise this with the engineering queue — tomorrow.,raise this with the engineering queue,,tomorrow,2026-08-12 00:00:00,overdue,27.681295874004633,1,False,,0.0
CONV-003426,MSG-003426-07,CUST-0136,2026-08-11 08:12:02,Quick note on ticket 741874: I’ll make sure I review the account history then circle back here. I know this has been frustrating.,review the account history,,,,no_deadline,0.0,0,False,,0.0
CONV-003427,MSG-003427-03,CUST-0888,2026-02-17 12:55:00,"On the support thread, I will review the account history within 24 hours.",review the account history,,within 24 hours,2026-02-18 12:55:00,overdue,202.1431014296412,1,False,,0.0
CONV-003428,MSG-003428-01,CUST-0524,2026-03-27 10:45:00,Quick note on ticket 781469: I’ll personally call you with the outcome — today.,call you with the outcome,,today,2026-03-27 00:00:00,overdue,165.68129587416666,1,False,,0.0
CONV-003430,MSG-003430-01,CUST-0666,2026-05-07 08:59:00,"For the record, I will confirm the cancellation details today, then I’ll update you.",confirm the cancellation details,,today,2026-05-07 00:00:00,overdue,124.68129587425926,1,False,,0.0
CONV-003431,MSG-003431-01,CUST-0529,2026-08-12 08:36:00,"In this account context, I’ll personally trace the failed payment — tomorrow.",trace the failed payment,,tomorrow,2026-08-13 00:00:00,overdue,26.68129587434028,1,False,,0.0
CONV-003433,MSG-003433-05,CUST-0922,2026-02-17 14:58:00,"Looking at request 971525, Leave this with me — I’ll coordinate the refund review tomorrow, then I’ll update you.",coordinate the refund review,,tomorrow,2026-02-18 00:00:00,overdue,202.68129587442132,1,False,,0.0
CONV-003434,MSG-003434-03,CUST-0931,2026-05-12 20:15:00,"On the current thread (026975), I’ll make sure I confirm the cancellation details — tomorrow.",confirm the cancellation details,,tomorrow,2026-05-13 00:00:00,overdue,118.68129587450231,1,False,,0.0
CONV-003434,MSG-003434-06,CUST-0931,2026-05-12 20:33:01,"Quick note on ticket 050732: I’ll update the access settings within 24 hours, then I’ll update you.",update the access settings,,within 24 hours,2026-05-13 20:33:01,overdue,117.82503430052083,1,False,,0.0
CONV-003435,MSG-003435-01,CUST-0723,2026-06-23 07:01:00,Quick note on ticket 098246: I’ll personally call you with the outcome today.,call you with the outcome,,today,2026-06-23 00:00:00,overdue,77.68129587467593,1,False,,0.0
CONV-003435,MSG-003435-02,CUST-0723,2026-06-23 07:07:00,"On the support thread, I’m going to review the account history — today.",review the account history,,today,2026-06-23 00:00:00,overdue,77.68129587475694,1,False,,0.0
CONV-003436,MSG-003436-03,CUST-0890,2026-06-07 13:52:00,"In this account context, I will check the delivery scan within 24 hours.",check the delivery scan,,within 24 hours,2026-06-08 13:52:00,overdue,92.10351809706019,1,False,,0.0
CONV-003437,MSG-003437-02,CUST-0102,2026-02-19 19:45:00,"Looking at request 169517, Count on me to arrange a replacement unit today, then I’ll update you.",arrange a replacement unit,,today,2026-02-19 00:00:00,overdue,201.68129587491896,1,False,,0.0
CONV-003439,MSG-003439-03,CUST-0857,2026-06-25 12:04:01,"On the support thread, I’ll personally call you with the outcome — today. I know this has been frustrating.",call you with the outcome,,today,2026-06-25 00:00:00,overdue,75.68129587501157,1,False,,0.0
CONV-003439,MSG-003439-07,CUST-0857,2026-06-25 12:44:00,"On the current thread (264545), I’ll make sure I review the account history — tomorrow.",review the account history,,tomorrow,2026-06-26 00:00:00,overdue,74.6812958750926,1,False,,0.0
CONV-003440,MSG-003440-03,CUST-0123,2026-03-17 12:00:00,"On the support thread, I’ll make sure I review the account history — later this week.",review the account history,,this week,2026-03-23 00:00:00,overdue,169.68129587517362,1,False,,0.0
CONV-003440,MSG-003440-05,CUST-0123,2026-03-17 12:24:00,"On the support thread, ill make sure I arrange a replacement unit tomorrow, then ill update u. thx",arrange a replacement unit,,tomorrow,2026-03-18 00:00:00,overdue,174.68129587525462,1,False,,0.0
CONV-003440,MSG-003440-08,CUST-0123,2026-03-17 13:26:00,"For case 327897, Leave this with me — I’ll attach the requested export today, then I’ll update you. I know this has been frustrating.",attach the requested export,,today,2026-03-17 00:00:00,overdue,175.68129587533565,1,False,,0.0
CONV-003440,MSG-003440-11,CUST-0123,2026-03-17 14:08:00,"On the support thread, I can take this forward and share the diagnostic notes today, then I’ll update you.",share the diagnostic notes,,today,2026-03-17 00:00:00,overdue,175.68129587542825,1,False,,0.0
CONV-003441,MSG-003441-02,CUST-0199,2026-08-06 09:28:00,"On the support thread, Let me call you with the outcome today.",call you with the outcome,,today,2026-08-06 00:00:00,overdue,33.68129587550926,1,False,,0.0
CONV-003441,MSG-003441-03,CUST-0199,2026-08-06 09:28:01,"On the support thread, I’ll personally coordinate the refund review within 24 hours.",coordinate the refund review,,within 24 hours,2026-08-07 09:28:01,overdue,32.28683985707176,1,False,,0.0
CONV-003442,MSG-003442-02,CUST-0032,2026-04-21 05:05:00,"On the current thread (422925), Hi — Leave this with me — I’ll check the delivery scan tomorrow.",check the delivery scan,,tomorrow,2026-04-22 00:00:00,overdue,139.68129587567128,1,False,,0.0
CONV-003442,MSG-003442-04,CUST-0032,2026-04-21 05:14:00,"On the current thread (438763), I’m going to share the diagnostic notes — tomorrow.",share the diagnostic notes,,tomorrow,2026-04-22 00:00:00,overdue,139.6812958757523,1,False,,0.0
CONV-003443,MSG-003443-03,CUST-0519,2026-06-21 20:22:00,"Looking at request 470439, Let me restore the missing entitlement — tomorrow.",restore the missing entitlement,,tomorrow,2026-06-22 00:00:00,overdue,78.68129587584491,1,False,,0.0
CONV-003443,MSG-003443-04,CUST-0519,2026-06-21 20:22:01,"For case 478358, Let me attach the requested export — within 24 hours. thx",attach the requested export,,within 24 hours,2026-06-22 20:22:01,overdue,77.83267319078703,1,False,,0.0
CONV-003446,MSG-003446-01,CUST-0692,2026-02-10 08:26:00,Quick note on ticket 581305: I’m going to send the corrected invoice with the next step.,send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-003446,MSG-003446-05,CUST-0692,2026-02-10 09:22:00,"On the support thread, I’ll make sure I check the delivery scan within 24 hours, then I’ll update you.",check the delivery scan,,within 24 hours,2026-02-11 09:22:00,overdue,209.29101809828703,1,False,,0.0
CONV-003446,MSG-003446-06,CUST-0692,2026-02-10 09:22:01,"On the current thread (620900), Leave this with me — ill raise this with the engineering queue within 24 hours, then ill update u. thx",raise this with the engineering queue,,within 24 hours,2026-02-11 09:22:01,overdue,209.291006524294,1,False,,0.0
CONV-003447,MSG-003447-01,CUST-0602,2026-04-20 14:39:00,"Looking at request 628819, I’ll personally coordinate the refund review — later this week.",coordinate the refund review,,this week,2026-04-26 00:00:00,overdue,135.68129587623844,1,False,,0.0
CONV-003447,MSG-003447-02,CUST-0602,2026-04-20 14:45:00,"For the record, I’ll check the delivery scan tomorrow, then I’ll update you.",check the delivery scan,,tomorrow,2026-04-21 00:00:00,overdue,140.68129587631944,1,False,,0.0
CONV-003449,MSG-003449-01,CUST-0103,2026-06-04 11:58:00,"For the record, I’ll make sure I coordinate the refund review as soon as I hear back.",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-003451,MSG-003451-01,CUST-0418,2026-08-13 07:11:00,Regarding reference 787199: Let me raise this with the engineering queue within 24 hours.,raise this with the engineering queue,,within 24 hours,2026-08-14 07:11:00,overdue,25.38199032084491,1,False,,0.0
CONV-003452,MSG-003452-03,CUST-0181,2026-01-05 22:01:00,"Quick note on ticket 818875: Let me send the corrected invoice today, then I’ll update you.",send the corrected invoice,,today,2026-01-05 00:00:00,overdue,246.68129587649307,1,False,,0.0
CONV-003453,MSG-003453-03,CUST-0285,2026-06-13 15:06:00,"On the support thread, I’ll personally send the corrected invoice today.",send the corrected invoice,,today,2026-06-13 00:00:00,overdue,87.68129587657407,1,False,,0.0
CONV-003453,MSG-003453-04,CUST-0285,2026-06-13 15:20:00,Regarding reference 850551: I can take this forward and update the access settings today. I know this has been frustrating.,update the access settings,,today,2026-06-13 00:00:00,overdue,87.6812958766551,1,False,,0.0
CONV-003456,MSG-003456-01,CUST-0199,2026-02-16 13:13:00,Regarding reference 969336: Hi — Let me restore the missing entitlement by Friday.,restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-003459,MSG-003459-03,CUST-0016,2026-03-06 11:13:00,"Looking at request 064381, I’m going to trace the failed payment by Friday.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-003459,MSG-003459-04,CUST-0016,2026-03-06 11:28:00,Regarding reference 072300: Count on me to check the delivery scan by Friday.,check the delivery scan,,,,no_deadline,0.0,0,False,,0.0
CONV-003459,MSG-003459-05,CUST-0016,2026-03-06 11:37:00,Quick note on ticket 080219: I will share the diagnostic notes — tomorrow.,share the diagnostic notes,,tomorrow,2026-03-07 00:00:00,overdue,185.68129587674767,1,False,,0.0
CONV-003459,MSG-003459-06,CUST-0016,2026-03-06 11:37:01,Regarding reference 088138: Leave this with me — I’ll confirm the cancellation details — today.,confirm the cancellation details,,today,2026-03-06 00:00:00,overdue,186.68129587684027,1,False,,0.0
CONV-003460,MSG-003460-04,CUST-0648,2026-06-29 05:47:00,Regarding reference 127733: Hi — Let me trace the failed payment before the end of my shift.,trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-003462,MSG-003462-07,CUST-0608,2026-04-15 15:00:01,"For the record, Leave this with me — I’ll share the diagnostic notes by Friday, then I’ll update you.",share the diagnostic notes,,,,no_deadline,0.0,0,False,,0.0
CONV-003463,MSG-003463-02,CUST-0158,2026-08-13 14:19:00,"Looking at request 246518, I can take this forward and review the account history tomorrow.",review the account history,,tomorrow,2026-08-14 00:00:00,overdue,25.68129587693287,1,False,,0.0
CONV-003463,MSG-003463-06,CUST-0158,2026-08-13 14:51:01,Regarding reference 278194: Let me ask our security team to verify the login within 24 hours. I know this has been frustrating.,ask our security team to verify the login,,within 24 hours,2026-08-14 14:51:01,overdue,25.062534302939813,1,False,,0.0
CONV-003464,MSG-003464-01,CUST-0883,2026-03-07 19:32:00,"On the support thread, Hi — I’m going to confirm the cancellation details tomorrow, then I’ll update you.",confirm the cancellation details,,tomorrow,2026-03-08 00:00:00,overdue,184.6812958770949,1,False,,0.0
CONV-003464,MSG-003464-03,CUST-0883,2026-03-07 19:50:00,"On the support thread, Leave this with me — I’ll ask our security team to verify the login — tomorrow.",ask our security team to verify the login,,tomorrow,2026-03-08 00:00:00,overdue,184.68129587717593,1,False,,0.0
CONV-003464,MSG-003464-08,CUST-0883,2026-03-07 20:56:01,"On the support thread, Hi — I’ll personally attach the requested export later this week.",attach the requested export,,this week,2026-03-13 00:00:00,overdue,179.68129587726852,1,False,,0.0
CONV-003464,MSG-003464-09,CUST-0883,2026-03-07 21:24:00,"Looking at request 357384, Hi — I’ll personally send the corrected invoice by Friday, then I’ll update you.",send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-003465,MSG-003465-03,CUST-0625,2026-08-01 20:57:01,"In this account context, Leave this with me — I’ll send the corrected invoice later this week, then I’ll update you.",send the corrected invoice,,this week,2026-08-07 00:00:00,overdue,32.681295877349534,1,False,,0.0
CONV-003465,MSG-003465-05,CUST-0625,2026-08-01 21:39:00,"In this account context, i’ll make sure i check the delivery scan after i verify the details.",check the delivery scan,,,,no_deadline,0.0,0,False,,0.0
CONV-003466,MSG-003466-04,CUST-0612,2026-02-16 15:43:00,"On the support thread, I will check the delivery scan — today. thx",check the delivery scan,,today,2026-02-16 00:00:00,overdue,204.68129587744212,1,False,,0.0
CONV-003468,MSG-003468-02,CUST-0829,2026-05-19 12:50:00,"In this account context, Hi — I will review the account history tomorrow, then I’ll update you.",review the account history,,tomorrow,2026-05-20 00:00:00,overdue,111.68129587752316,1,False,,0.0
CONV-003469,MSG-003469-02,CUST-0105,2026-06-18 10:47:00,Quick note on ticket 499926: I can take this forward and attach the requested export — tomorrow.,attach the requested export,,tomorrow,2026-06-19 00:00:00,overdue,81.68129587760417,1,False,,0.0
CONV-003472,MSG-003472-01,CUST-0149,2026-01-20 20:29:00,"For case 602873, i’ll make sure i trace the failed payment — today.",trace the failed payment,,today,2026-01-20 00:00:00,overdue,231.68129587769675,1,False,,0.0
CONV-003473,MSG-003473-01,CUST-0455,2026-05-07 10:20:00,"On the current thread (650387), Hi — I’m going to arrange a replacement unit — by Friday.",arrange a replacement unit,,,,no_deadline,0.0,0,False,,0.0
CONV-003474,MSG-003474-02,CUST-0862,2026-02-17 05:33:00,Quick note on ticket 705820: I’m going to ask our security team to verify the login today.,ask our security team to verify the login,,today,2026-02-17 00:00:00,overdue,203.68129587777779,1,False,,0.0
CONV-003474,MSG-003474-07,CUST-0862,2026-02-17 06:14:01,"For the record, Hi — I’ll make sure I restore the missing entitlement later this week, then I’ll update you.",restore the missing entitlement,,this week,2026-02-23 00:00:00,overdue,197.6812958778588,1,False,,0.0
CONV-003475,MSG-003475-03,CUST-0267,2026-04-27 08:09:00,Regarding reference 769172: I’m going to trace the failed payment without requiring another message from you.,trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-003477,MSG-003477-05,CUST-0063,2026-08-18 00:34:01,Regarding reference 880038: I’ll make sure I trace the failed payment later this week.,trace the failed payment,,this week,2026-08-24 00:00:00,overdue,15.681295877951388,1,False,,0.0
CONV-003481,MSG-003481-02,CUST-0017,2026-03-29 05:59:00,"For case 006759, I can take this forward and send the corrected invoice today, then I’ll update you.",send the corrected invoice,,today,2026-03-29 00:00:00,overdue,163.68129587803242,1,False,,0.0
CONV-003481,MSG-003481-06,CUST-0017,2026-03-29 06:35:00,Regarding reference 038435: I will coordinate the refund review — later this week.,coordinate the refund review,,this week,2026-04-04 00:00:00,overdue,157.681295878125,1,False,,0.0
